번호,과속방지턱관리번호,도로명,시도명,시군구명,소재지도로명주소,소재지지번주소,설치장소,과속방지턱재료,과속방지턱형태구분,과속방지턱높이,과속방지턱폭,과속방지턱연장,도로유형구분,규격여부,WGS84위도,WGS84경도,보차분리여부,연속형여부,과속방지턱설치연도,관리기관명,관리기관전화번호,데이터기준일자
2186,,삼덕로 24,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2187,,삼덕로 24,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2188,,낙동대로 1264번길 37,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2189,,삼락천로 51,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2190,,낙동대로 1258번길 15,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,9,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2191,,낙동대로 1252번길 29,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2192,,낙동대로 1234번길 21,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,9,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2193,,삼락천로 43,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2194,,삼락천로 64,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2195,,사상로 309번길 46-5,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2196,,사상로 309번길 55,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2197,,사상로 277번길 50,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2198,,운산로 27,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2199,,사상로 277번길 45,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2200,,낙동대로 1318번길 37,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2201,,낙동대로 1302번길 25,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2202,,낙동대로 1420번길 41,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2203,,삼덕로 5번길 77,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2204,,낙동대로 1264번길 8,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,9,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2205,,낙동대로 1264번길 37,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2206,,사상로 277번길 50,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2207,,사상로 309번길 62,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2208,,삼락천로 48-1,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2209,,낙동대로 1534번길 16,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2210,,낙동대로 1390번길 65,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2211,,낙동대로 1390번길 65,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2212,,낙동대로 1264번길 8,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2213,,사상로 531번길 63,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2214,,삼락천로 286,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,7,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2215,,모라로 6,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2216,,모라로 22,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2217,,모라로 85-32,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2218,,모라로 37번길 16,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2219,,모라로 51번길 48,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2220,,사상로 509번길 13,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2221,,사상로 489번길 60,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2222,149,서구 까치고개로 197번길,부산광역시,서구,부산광역시 서구 까치고개로 197번길25,25 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.10102844,129.0173047,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2223,150,서구 까치고개로 197번길,부산광역시,서구,부산광역시 서구 까치고개로 197번길9,9 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.10045618,129.0172511,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2224,151,서구 까치고개로 197번길,부산광역시,서구,부산광역시 서구 까치고개로 197번길17,17 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.10074848,129.017232,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2225,152,서구 해돋이로,부산광역시,서구,부산광역시 서구 해돋이로235,235 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.09759853,129.0171982,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2226,153,서구 까치고개로,부산광역시,서구,부산광역시 서구 까치고개로183,183 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.10019443,129.0158674,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2227,154,서구 까치고개로,부산광역시,서구,부산광역시 서구 까치고개로115,115 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.10286394,129.0109722,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2228,155,서구 옥천로,부산광역시,서구,부산광역시 서구 옥천로170-5,170-5 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.10082957,129.011703,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2229,156,서구 옥천로,부산광역시,서구,부산광역시 서구 옥천로137,137 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.09795545,129.0113385,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2230,157,서구 해돋이로,부산광역시,서구,부산광역시 서구 해돋이로200,200 초장동교회 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.09481258,129.0191164,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2231,158,서구 초장로,부산광역시,서구,부산광역시 서구 초장로15-1,15-1 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.0940199,129.0193117,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2232,159,서구 초장로,부산광역시,서구,부산광역시 서구 초장로18,18 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.09385916,129.0194393,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2233,160,서구 초장로,부산광역시,서구,부산광역시 서구 초장로25,25 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.0944909,129.0200339,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2234,161,서구 초장로,부산광역시,서구,부산광역시 서구 초장로37,37 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.0954744,129.0205011,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2235,162,서구 아미초장로,부산광역시,서구,부산광역시 서구 아미초장로25-11,25-11 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.09607263,129.0207264,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2236,163,서구 아미초장로,부산광역시,서구,부산광역시 서구 아미초장로54-3,54-3 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.09693856,129.0191644,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2237,164,서구 아미초장로,부산광역시,서구,부산광역시 서구 아미초장로42,42 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.09659294,129.0197875,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2238,165,서구 구덕로186번길,부산광역시,서구,부산광역시 서구 구덕로186번길15,15 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.10129958,129.0207194,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2239,166,서구 구덕로150번길,부산광역시,서구,부산광역시 서구 구덕로150번길21,21 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.09907904,129.0207216,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2240,167,구덕로134번길,부산광역시,서구,부산광역시 서구 구덕로134번길 40,34-2 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.09907904,129.0207216,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2241,168,구덕로134번길,부산광역시,서구,부산광역시 서구 구덕로134번길 46-6,19 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.09907904,129.0207216,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2242,169,구덕로134번길,부산광역시,서구,부산광역시 서구 구덕로134번길 16,10 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.09907904,129.0207216,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2243,170,서구 구덕로148번길,부산광역시,서구,부산광역시 서구 구덕로134번길 27-1,19-1 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.098484,129.021821,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2244,171,서구 구덕로148번길,부산광역시,서구,부산광역시 서구 구덕로134번길 34-26,31 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.098561,129.022431,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2245,172,서구 구덕로148번길,부산광역시,서구,부산광역시 서구 구덕로124번길38,37 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.098443,129.022431,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2246,173,서구 보수대로,부산광역시,서구,부산광역시 서구 보수대로 21,21 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.098763,129.022431,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2247,174,서구 보수대로,부산광역시,서구,부산광역시 서구 보수대로 21,15 보여름가을겨울 아파트앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.098763,129.022431,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2248,175,서구 보수대로,부산광역시,서구,부산광역시 서구 보수대로 15,15 보여름가을겨울 아파트앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.098763,129.022431,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2249,176,구덕로120번길,부산광역시,서구,부산광역시 서구 구덕로120번길27,54 한전 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.097881,129.023145,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2250,177,서구 구덕로124번길,부산광역시,서구,부산광역시 서구 보수대로 21,6-1 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.097881,129.023145,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2251,178,서구 구덕로124번길,부산광역시,서구,부산광역시 서구 구덕로120번길 25-1,8-1 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.097881,129.023145,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2252,179,서구 구덕로124번길,부산광역시,서구,부산광역시 서구 구덕로148번길43-1,29 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.098236,129.023185,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2253,180,서구 구덕로124번길,부산광역시,서구,부산광역시 서구 구덕로120번길25,33 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.098236,129.023185,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2254,181,서구 구덕로142번길,부산광역시,서구,부산광역시 서구 구덕로134번길16,13 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.098236,129.023185,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2255,,사상로 489번길 56,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,6,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2256,,모라로 64번길 67,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2257,,모라로 64번길 46,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2258,,모라로 46번길 17,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2259,,모라로 46번길 3,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2260,,모라로 40,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2261,,사상로 489번길 11,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2262,,모덕로 67번길 132,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,12,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2263,,사상로 478번길 11,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2264,,모덕로 107번길 117,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2265,,모덕로 107번길 119,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2266,,사상로 455번길 46,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2267,,모덕로 107번길 108,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2268,,모덕로 107번길 96,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,6,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2269,,모덕로 107번길 60,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2270,,모덕로 95번길 100,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2271,,삼락천로 182,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2272,,사상로 417번길 45,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2273,,모덕로 107번길 21,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2274,,삼락천로 254,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2275,,사상로 489번길 80-5,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2276,,모라로 51번길 24,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2277,,사상로 519번길 11,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,8,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2278,,모덕로 95번길 102,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2279,,사상로 433번길 74,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2280,,사상로 455번길 73,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2281,,모라로 51번길 42,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2282,,모라로 64번길 21,부산광역시,사상구,.,,도로,아스팔트 콘크리트,가상형,10,360,8,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2283,,모라로 64번길 21,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2284,,사상로 489번길 27,부산광역시,사상구,.,,도로,아스팔트 콘크리트,가상형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2285,,사상로 489번길 33,부산광역시,사상구,.,,도로,아스팔트 콘크리트,가상형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2286,,사상로 477번길 11,부산광역시,사상구,.,,도로,아스팔트 콘크리트,가상형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2287,,사상로 481번길 22,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2288,,모라로 86-2,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2289,,사상로 489번길 78,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2290,,사상로 489번길 78,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2291,,사상로 470번길 23-18,부산광역시,사상구,.,,도로,아스팔트 콘크리트,가상형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2292,,모덕로 107번길 119,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2293,,백양대로 1000-11,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2294,,백양대로 955-19,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2295,,백양대로 950나길 61,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2296,,백양대로 950나길 71,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,8,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2297,,백양대로 950나길 83,부산광역시,사상구,.,,도로,아스팔트 콘크리트,원호형,10,360,10,일반,Y,00.00000,000.000,Y,Y,,부산광역시 사상구청,051-310-4556,2022-06-13
2298,182,서구 구덕로142번길,부산광역시,서구,부산광역시 서구 구덕로124번길 25,23 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.097847,129.022599,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2299,183,서구 해돋이로,부산광역시,서구,부산광역시 서구 해돋이로123-4,123-4 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.08988274,129.0214113,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2300,184,서구 해돋이로,부산광역시,서구,부산광역시 서구 해돋이로161-2,161-2 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.09181516,129.019231,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2301,185,서구 천마로,부산광역시,서구,부산광역시 서구 천마로146-1,146-1 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.08874916,129.0234577,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2302,186,서구 천마로,부산광역시,서구,부산광역시 서구 천마로160,160 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.08990447,129.0235651,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2303,187,서구 천마로,부산광역시,서구,부산광역시 서구 천마로164,164 남부민초등학교앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.09045348,129.0234998,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2304,188,서구 천마로,부산광역시,서구,부산광역시 서구 천마로172,172 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.09101017,129.0229741,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2305,189,서구 천해로,부산광역시,서구,부산광역시 서구 천해로33,33 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.08422595,129.0158427,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2306,190,천해로13번길,부산광역시,서구,부산광역시 서구 천해로13번길3,3 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.08329858,129.0167671,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2307,191,서구 남부민동,부산광역시,서구,부산광역시 서구 천마로191-3,41 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.08329858,129.022102,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2308,192,서구 천마로,부산광역시,서구,부산광역시 서구 천마로125-1,125-1 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.08703371,129.0232179,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2309,193,서구 천마로,부산광역시,서구,부산광역시 서구 천마로77-1,77-1 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.08390606,129.0196851,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2310,194,서구 천마로,부산광역시,서구,부산광역시 서구 천마로69-1,69-1 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.08347488,129.020683,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2311,195,서구 해돋이로,부산광역시,서구,부산광역시 서구 해돋이로109-1,109-1 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.08839058,129.0216156,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2312,196,서구 해돋이로,부산광역시,서구,부산광역시 서구 해돋이로88,88 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.08647654,129.0216123,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
2313,197,서구 해돋이로,부산광역시,서구,부산광역시 서구 해돋이로74,74 앞,도로,아스팔트 콘크리트,원호형,9,350,7,일반,Y,35.08534445,129.0207599,Y,Y,2019,부산광역시 서구청,051-240-4556,2022-06-10
